author,title,patch,project,contribution_type,date,commit,issue
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-14 22:56:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/04c8010,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-14 22:56:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/0e487e4,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-14 22:56:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/073630d,
barraponto,,https://www.drupal.org/files/csslint-color-1662958.patch,/project/drupal,patch,2012-08-24 10:40:00+00:00,,https://www.drupal.org/node/1662958
barraponto,,https://www.drupal.org/files/357331-primary_term-duplicate-warnings-on-node-save-8.patch,/project/drupal,patch,2012-08-24 14:34:00+00:00,,https://www.drupal.org/node/1662968
barraponto,,https://www.drupal.org/files/csslint-dblog-1662974-12.patch,/project/drupal,patch,2012-08-24 15:34:00+00:00,,https://www.drupal.org/node/1662974
barraponto,,https://www.drupal.org/files/drupal-csslint-field_ui-1662986-8.patch,/project/drupal,patch,2012-10-29 11:56:00+00:00,,https://www.drupal.org/node/1662986
barraponto,,https://www.drupal.org/files/drupal-csslint-help-1663042-5.patch,/project/drupal,patch,2012-10-29 12:13:00+00:00,,https://www.drupal.org/node/1663042
barraponto,,https://www.drupal.org/files/drupal-csslint-image-1663044-2.patch,/project/drupal,patch,2012-10-30 06:23:00+00:00,,https://www.drupal.org/node/1663044
barraponto,,https://www.drupal.org/files/drupal-csslint-locale-1663130-14.patch,/project/drupal,patch,2012-10-30 06:36:00+00:00,,https://www.drupal.org/node/1663130
barraponto,,https://www.drupal.org/files/screenshot_112.png,/project/drupal,patch,2012-08-24 14:47:00+00:00,,https://www.drupal.org/node/1662968
barraponto,,https://www.drupal.org/files/csslint-contextual-1662968-9.patch,/project/drupal,patch,2012-08-24 14:48:00+00:00,,https://www.drupal.org/node/1662968
barraponto,,https://www.drupal.org/files/drupal-csslint-dblog-1662974-17.patch,/project/drupal,patch,2012-10-28 01:22:00+00:00,,https://www.drupal.org/node/1662974
barraponto,,https://www.drupal.org/files/drupal-csslint-contextual-1662968-18.patch,/project/drupal,patch,2012-10-30 11:45:00+00:00,,https://www.drupal.org/node/1662968
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-14 22:56:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/b8984ae,
barraponto,,https://www.drupal.org/files/drupal-csslint-dblog-1662974-18.patch,/project/drupal,patch,2012-10-28 01:23:00+00:00,,https://www.drupal.org/node/1662974
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-12 05:15:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/d2658cb,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-12 04:54:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/4bef0c3,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-12 04:15:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/23b2ff1,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-12 03:55:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/eaedd54,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-12 03:52:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/c97f775,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-12 03:29:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/0dd410a,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-12 03:28:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/420b357,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-12 03:28:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/edaf49f,
barraponto,theme_links() now allows more targeted overrides,,/project/tao,issue,2012-02-01 00:53:00+00:00,,https://www.drupal.org/node/1423664
barraponto,,https://www.drupal.org/files/1423664-tao-theme-links-specific.patch,/project/tao,patch,2012-02-20 02:52:00+00:00,,https://www.drupal.org/node/1423664
barraponto,Browser-targeted CSS files can now be added on tao.info,,/project/tao,issue,2012-02-15 13:19:00+00:00,,https://www.drupal.org/node/1440958
barraponto,PHPTemplate is now the default theme engine,,/project/tao,issue,2012-02-15 13:26:00+00:00,,https://www.drupal.org/node/1440968
barraponto,A proper thumbnail screenshot,,/project/tao,issue,2012-02-15 13:44:00+00:00,,https://www.drupal.org/node/1440992
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-11 23:07:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/3b31cc7,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-11 22:19:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/757ee04,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-11 22:12:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/06ed990,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-11 21:49:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/47b387e,
barraponto,,https://www.drupal.org/files/1440968-tao-phptemplate-now-default-engine.patch,/project/tao,patch,2012-02-20 02:54:00+00:00,,https://www.drupal.org/node/1440968
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-11 21:49:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/8c72ac2,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-11 21:49:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/db285a1,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-11 21:49:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/30778d5,
barraponto,Mixed line endings (unix and dos formats),,/project/fusion,issue,2011-04-22 15:30:00+00:00,,https://www.drupal.org/node/1135580
barraponto,,https://www.drupal.org/files/issues/composed_field-select_options_are_not_handled_properly2011088-1.patch,/project/composed_field,patch,2014-03-24 14:37:00+00:00,,https://www.drupal.org/node/2011088
barraponto,Service Links Displays stopped working with DS 7.x-2.x,,/project/service_links,issue,2012-09-19 17:35:00+00:00,,https://www.drupal.org/node/1789332
barraponto,"""Add new group"" row lacks proper colspans",,/project/field_group,issue,2013-04-07 14:57:00+00:00,,https://www.drupal.org/node/1963740
barraponto,,https://www.drupal.org/files/kalatheme-better_libraries_integration-1908042-7.patch,/project/kalatheme,patch,2013-04-26 07:59:00+00:00,,https://www.drupal.org/node/1908042
barraponto,,https://www.drupal.org/files/kalatheme-illegal-string-offset-1935440-2.patch,/project/kalatheme,patch,2013-04-08 00:39:00+00:00,,https://www.drupal.org/node/1935440
barraponto,Don't filter and translate empty strings,,/project/field_group,issue,2014-03-21 17:26:00+00:00,,https://www.drupal.org/node/2223269
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-11 21:49:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/e771161,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-11 21:49:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/2e587d2,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-11 21:48:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/6c3da24,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-11 21:48:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/ea97d24,
barraponto,,https://www.drupal.org/files/1789332-service_links-display_suite-compatibility.patch,/project/service_links,patch,2012-10-23 10:39:00+00:00,,https://www.drupal.org/node/1789332
barraponto,,https://www.drupal.org/files/field_group-proper_colspans-1963740-1.patch,/project/field_group,patch,2013-04-07 15:03:00+00:00,,https://www.drupal.org/node/1963740
barraponto,,https://www.drupal.org/files/after_78.png,/project/field_group,patch,2013-04-07 15:15:00+00:00,,https://www.drupal.org/node/1963740
barraponto,,https://www.drupal.org/files/after_79.png,/project/field_group,patch,2013-04-07 15:27:00+00:00,,https://www.drupal.org/node/1963740
barraponto,,https://www.drupal.org/files/kalatheme-better_libraries_integration-1908042-9.patch,/project/kalatheme,patch,2013-04-27 00:54:00+00:00,,https://www.drupal.org/node/1908042
barraponto,,https://www.drupal.org/files/kalatheme-illegal-string-offset-1935440-4.patch,/project/kalatheme,patch,2013-04-08 04:30:00+00:00,,https://www.drupal.org/node/1935440
barraponto,,https://www.drupal.org/files/issues/field_group-dont_filter_and_translate_empty_strings.patch,/project/field_group,patch,2014-03-21 17:27:00+00:00,,https://www.drupal.org/node/2223269
barraponto,,https://www.drupal.org/files/issues/field_group-dont_filter_and_translate_empty_strings_0.patch,/project/field_group,patch,2014-03-21 17:28:00+00:00,,https://www.drupal.org/node/2223269
barraponto,CDN assets should be optional,,/project/radix,issue,2014-03-23 19:01:00+00:00,,https://www.drupal.org/node/2224149
barraponto,Clean up global/_variable.scss,,/project/radix,issue,2014-07-18 04:55:00+00:00,,https://www.drupal.org/node/2305445
barraponto,Support child terms in taxonomy condition,,/project/menu_position,issue,2012-08-28 11:39:00+00:00,,https://www.drupal.org/node/1760302
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-11 21:48:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/1a9f26d,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-08 23:34:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/44766e7,
barraponto,,https://www.drupal.org/files/menu-position-support-child-terms-1760302.patch,/project/menu_position,patch,2012-08-28 12:32:00+00:00,,https://www.drupal.org/node/1760302
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-08 18:30:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/1a19ab4,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-08 14:25:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/2200d9c,
barraponto,Don't add radix-modal.js unless needed,,/project/radix,issue,2014-02-24 19:55:00+00:00,,https://www.drupal.org/node/2204193
barraponto,,https://www.drupal.org/files/issues/panopoly_admin-update_underscore_to_15x-2201695.patch,/project/panopoly,patch,2014-02-23 10:19:00+00:00,,https://www.drupal.org/node/2201695
barraponto,,https://www.drupal.org/files/issues/composed_field-fields_are_not_displayed_in_views-1929462.patch,/project/composed_field,patch,2014-03-24 16:00:00+00:00,,https://www.drupal.org/node/1929462
barraponto,Permissions interface is broken.,,/project/radix,issue,2014-02-27 03:37:00+00:00,,https://www.drupal.org/node/2206229
barraponto,,https://www.drupal.org/files/issues/radix-administer_permissions.patch,/project/radix,patch,2014-02-27 03:51:00+00:00,,https://www.drupal.org/node/2206229
barraponto,Date values not handled properly,,/project/composed_field,issue,2014-03-24 14:41:00+00:00,,https://www.drupal.org/node/2224681
barraponto,Complete the update path from Tao 6 to Tao 7,,/project/tao,issue,2012-01-31 15:30:00+00:00,,https://www.drupal.org/node/1422968
barraponto,Views UI labels CSS is broken,,/project/radix,issue,2014-03-21 19:55:00+00:00,,https://www.drupal.org/node/2223337
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-08 13:31:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/f213b50,
barraponto,,https://www.drupal.org/files/issues/composed_field-date_values_not_handled_properly-2224681.patch,/project/composed_field,patch,2014-03-24 14:42:00+00:00,,https://www.drupal.org/node/2224681
barraponto,,https://www.drupal.org/files/issues/radix-views_ui_labels_css.patch,/project/radix,patch,2014-03-21 20:00:00+00:00,,https://www.drupal.org/node/2223337
barraponto,Proper placeholders for Sass compiling message,,/project/radix,issue,2014-02-04 21:28:00+00:00,,https://www.drupal.org/node/2188883
barraponto,Use .modal-open to prevent scrolling outside the modal,,/project/radix,issue,2014-03-22 15:37:00+00:00,,https://www.drupal.org/node/2223691
barraponto,title_suffix and title_prefix are not being printed,,/project/tao,issue,2011-09-08 20:41:00+00:00,,https://www.drupal.org/node/1273594
barraponto,"Properly use classes_array, attributes_array, title_attributes_array and content_attributes_array",,/project/tao,issue,2012-01-31 15:22:00+00:00,,https://www.drupal.org/node/1422958
barraponto,"All theme functions now take a single argument, $variables",,/project/tao,issue,2012-01-31 16:38:00+00:00,,https://www.drupal.org/node/1423088
barraponto,,https://www.drupal.org/files/1423088-tao-variable-consistency-in-template-php.patch,/project/tao,patch,2012-01-31 16:40:00+00:00,,https://www.drupal.org/node/1423088
barraponto,$left and $right variables are now $sidebar_first and $sidebar_second; CSS IDs also changed,,/project/tao,issue,2012-01-31 23:09:00+00:00,,https://www.drupal.org/node/1423552
barraponto,,https://www.drupal.org/files/1423552-tao-left-and-region-are-now-sidebar-first-and-sidebar-second.patch,/project/tao,patch,2012-01-31 23:28:00+00:00,,https://www.drupal.org/node/1423552
barraponto,theme_links() has a new parameter 'heading' for accessibility,,/project/tao,issue,2012-02-01 00:47:00+00:00,,https://www.drupal.org/node/1423654
barraponto,,https://www.drupal.org/files/1423654-tao-theme-links-a11y.patch,/project/tao,patch,2012-02-01 00:49:00+00:00,,https://www.drupal.org/node/1423654
barraponto,,https://www.drupal.org/files/issues/tao-title-prefix-suffix-1273594-1.patch,/project/tao,patch,2011-09-08 22:02:00+00:00,,https://www.drupal.org/node/1273594
barraponto,,https://www.drupal.org/files/1422958-tao-use-classes-and-attributes-flattening.patch,/project/tao,patch,2012-01-31 15:25:00+00:00,,https://www.drupal.org/node/1422958
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-08 13:30:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/fb97449,/node/039
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-08 13:11:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/27396f9,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-08 12:56:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/6930a00,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-08 12:48:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/17bac94,/node/039
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-08 12:44:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/bfa37a0,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-08 12:32:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/23bb06c,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-08 12:24:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/59913a1,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-08 11:02:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/6008376,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-08 02:24:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/0947fce,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-08 01:47:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/8a2d341,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-06 00:57:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/6ec5330,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-05 15:47:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/1fdb23d,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-05 15:45:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/0f115a5,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-05 15:12:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/172ad63,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-05 15:12:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/515582e,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-05 15:09:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/19302f9,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-05 15:08:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/e0c2a4d,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-05 15:00:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/6ef4019,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-05 14:53:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/5fdf908,
barraponto,Dependency on patch navbar patch,,/project/radix_admin,issue,2014-02-06 02:44:00+00:00,,https://www.drupal.org/node/2189929
barraponto,Customize link labels in Content Prepopulate Links panes,,/project/entityreference_prepopulate,issue,2014-02-15 18:12:00+00:00,,https://www.drupal.org/node/2197087
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-03 15:46:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/47ba4c3,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-03 15:45:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/c28fe47,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-02 18:40:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/1adb966,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-02 15:25:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/fe78ff6,
barraponto,Integrate (or merge) with value_is module,,/project/fapi_validation,issue,2013-05-09 15:16:00+00:00,,https://www.drupal.org/node/1991068
barraponto,Spam Report,,/project/issues/webmasters,issue,2014-02-05 14:00:00+00:00,,https://www.drupal.org/node/2189387
barraponto,,https://www.drupal.org/files/issues/infrastructure-expose_list_of_releases-669910-99.patch,/project/project,patch,2014-01-27 10:47:00+00:00,,https://www.drupal.org/node/669910
barraponto,Apps and Panopoly icons are gone from the Navbar,,/project/radix,issue,2014-02-04 21:49:00+00:00,,https://www.drupal.org/node/2188905
barraponto,Form actions in Modal contents,,/project/radix,issue,2014-02-06 03:51:00+00:00,,https://www.drupal.org/node/2189953
barraponto,Add gem version instructions to Readme,,/project/radix,issue,2014-02-07 12:15:00+00:00,,https://www.drupal.org/node/2191045
barraponto,Remove Vertical Tab Fieldset box shadow,,/project/radix,issue,2014-02-07 12:40:00+00:00,,https://www.drupal.org/node/2191063
barraponto,,https://www.drupal.org/files/issues/Screenshot%20from%202014-02-07%2017%3A45%3A18.png,/project/radix,patch,2014-02-07 19:46:00+00:00,,https://www.drupal.org/node/2191063
barraponto,"Form-item class missing in form elements, breaks Form States API",,/project/radix,issue,2014-02-07 11:57:00+00:00,,https://www.drupal.org/node/2191033
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-02 15:09:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/4445984,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-02 15:00:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/30dc4f0,
barraponto,,https://www.drupal.org/files/issues/radix-missing_navbar_icons_0.patch,/project/radix,patch,2014-02-04 22:08:00+00:00,,https://www.drupal.org/node/2188905
barraponto,,https://www.drupal.org/files/issues/radix-form_item_class_missing_0.patch,/project/radix,patch,2014-02-07 19:46:00+00:00,,https://www.drupal.org/node/2191033
barraponto,,https://www.drupal.org/files/issues/Screenshot%20from%202014-02-05%2020%3A41%3A32.png,/project/radix,patch,2014-02-05 22:42:00+00:00,,https://www.drupal.org/node/2159117
barraponto,Something odd in panopoly_magic,,/project/panopoly,issue,2014-02-25 02:28:00+00:00,,https://www.drupal.org/node/2204393
barraponto,Spam Report,,/project/issues/webmasters,issue,2014-02-26 12:36:00+00:00,,https://www.drupal.org/node/2205583
barraponto,Use stable Fieldable Panels Panes release,,/project/panopoly,issue,2014-02-14 23:34:00+00:00,,https://www.drupal.org/node/2196661
barraponto,Use Drupal.behaviors pattern for Javascript,,/project/radix,issue,2014-02-24 17:55:00+00:00,,https://www.drupal.org/node/2204117
barraponto,"Set Pathauto patterns as defaultconfig, not strongarm",,/project/panopoly_news,issue,2014-03-02 16:01:00+00:00,,https://www.drupal.org/node/2208823
barraponto,,,/sandbox/barraponto/1140004,commit,2012-02-25 20:31:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/a54950a,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-02-25 16:00:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/6cf7f5d,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-02-25 16:00:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/eb30c5f,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-02-25 16:00:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/933bcf8,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-02-25 15:55:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/9438b73,
barraponto,,,/project/xmas,commit,2012-02-22 20:37:00+00:00,http://drupalcode.org/project/xmas.git/commit/75f4d39,
barraponto,,,/project/xmas,commit,2012-02-22 20:37:00+00:00,http://drupalcode.org/project/xmas.git/commit/fc566d9,
barraponto,,,/project/xmas,commit,2012-02-22 20:22:00+00:00,http://drupalcode.org/project/xmas.git/commit/0848bcb,
barraponto,,,/project/xmas,commit,2012-02-22 20:04:00+00:00,http://drupalcode.org/project/xmas.git/commit/56d4637,
barraponto,,,/project/xmas,commit,2012-02-22 20:02:00+00:00,http://drupalcode.org/project/xmas.git/commit/2e48215,
barraponto,,,/project/xmas,commit,2012-02-22 20:02:00+00:00,http://drupalcode.org/project/xmas.git/commit/405d556,
barraponto,,,/project/xmas,commit,2012-02-22 19:33:00+00:00,http://drupalcode.org/project/xmas.git/commit/1953edd,
barraponto,,,/project/xmas,commit,2012-02-22 18:18:00+00:00,http://drupalcode.org/project/xmas.git/commit/735117c,
barraponto,,,/project/xmas,commit,2012-02-22 18:17:00+00:00,http://drupalcode.org/project/xmas.git/commit/ba6dce1,/node/1139976
barraponto,,,/project/xmas,commit,2012-02-22 16:34:00+00:00,http://drupalcode.org/project/xmas.git/commit/e93fa63,
barraponto,,,/project/xmas,commit,2012-02-22 15:58:00+00:00,http://drupalcode.org/project/xmas.git/commit/b0b84c8,/node/1140012
barraponto,,,/project/xmas,commit,2012-02-21 18:57:00+00:00,http://drupalcode.org/project/xmas.git/commit/a3e79ae,
barraponto,,,/project/xmas,commit,2012-02-21 16:55:00+00:00,http://drupalcode.org/project/xmas.git/commit/dd1e799,
barraponto,,,/project/xmas,commit,2012-02-21 16:47:00+00:00,http://drupalcode.org/project/xmas.git/commit/b3f8b4b,
barraponto,,,/project/xmas,commit,2012-02-21 16:47:00+00:00,http://drupalcode.org/project/xmas.git/commit/080c40d,
barraponto,,,/project/xmas,commit,2012-02-21 01:55:00+00:00,http://drupalcode.org/project/xmas.git/commit/71a9f73,
barraponto,Fixing common typos through codespell.py,,/project/drupal,issue,2011-02-08 12:34:00+00:00,,https://www.drupal.org/node/1054848
barraponto,,,/project/xmas,commit,2011-12-23 04:17:00+00:00,http://drupalcode.org/project/xmas.git/commit/0046eeb,/node/039
barraponto,,,/project/xmas,commit,2011-12-23 03:47:00+00:00,http://drupalcode.org/project/xmas.git/commit/9c03fea,
barraponto,,,/project/xmas,commit,2011-12-23 03:42:00+00:00,http://drupalcode.org/project/xmas.git/commit/ac2bfe1,
barraponto,,,/project/xmas,commit,2011-12-12 19:04:00+00:00,http://drupalcode.org/project/xmas.git/commit/66140ce,
barraponto,,https://www.drupal.org/files/issues/review.txt,/project/drupal,patch,2011-08-14 15:07:00+00:00,,https://www.drupal.org/node/1054848
barraponto,,https://www.drupal.org/files/issues/1054848-drupal-codespell-9.patch,/project/drupal,patch,2011-09-22 00:34:00+00:00,,https://www.drupal.org/node/1054848
barraponto,.hidden class conflicts with l10n_client (maybe other modules),,/project/toolbar,issue,2011-02-17 22:22:00+00:00,,https://www.drupal.org/node/1065214
barraponto,Default field.tpl.php prints a clearfix class theme_field doesn't,,/project/drupal,issue,2011-12-29 15:11:00+00:00,,https://www.drupal.org/node/1388496
barraponto,Load Markdown library with Libraries API 2,,/project/markdown,issue,2012-04-13 18:54:00+00:00,,https://www.drupal.org/node/1532380
barraponto,Notice: Array to string conversion in features_export_prepare() (line 190 of features.export.inc),,/project/features,issue,2012-05-18 13:54:00+00:00,,https://www.drupal.org/node/1588596
barraponto,,https://www.drupal.org/files/issues/1054848-run-codespell.py-on-drupal-7-branch.patch,/project/drupal,patch,2011-09-26 15:46:00+00:00,,https://www.drupal.org/node/1054848
barraponto,,https://www.drupal.org/files/issues/field_validation-option_should_be_entity_type-2015297-3.patch,/project/field_validation,patch,2014-01-06 03:51:00+00:00,,https://www.drupal.org/node/2015297
barraponto,Fix checkbox and radio alignment,,/project/kalatheme,issue,2013-11-05 15:00:00+00:00,,https://www.drupal.org/node/2128167
barraponto,,https://www.drupal.org/files/issues/field_validation-unique_values_errors_always_set_on_first_value-1897764-4.patch,/project/field_validation,patch,2014-01-08 02:11:00+00:00,,https://www.drupal.org/node/1897764
barraponto,,https://www.drupal.org/files/1388496-field-template-always-prints-clearfix-class_d7.patch,/project/drupal,patch,2012-01-02 01:05:00+00:00,,https://www.drupal.org/node/1388496
barraponto,,https://www.drupal.org/files/1388496-field-template-always-prints-clearfix-class_d7_0.patch,/project/drupal,patch,2012-01-02 01:06:00+00:00,,https://www.drupal.org/node/1388496
barraponto,,https://www.drupal.org/files/1388496-field-template-always-prints-clearfix-class-7.patch,/project/drupal,patch,2012-03-01 01:38:00+00:00,,https://www.drupal.org/node/1388496
barraponto,,https://www.drupal.org/files/1532380-markdown-integrate-with-libraries-api.patch,/project/markdown,patch,2012-04-13 19:22:00+00:00,,https://www.drupal.org/node/1532380
barraponto,,https://www.drupal.org/files/1532380-markdown-integrate-with-libraries-api-8.patch,/project/markdown,patch,2012-05-07 12:09:00+00:00,,https://www.drupal.org/node/1532380
barraponto,,https://www.drupal.org/files/issues/field_validation-option_should_be_entity_type-2015297-5.patch,/project/field_validation,patch,2014-01-06 15:06:00+00:00,,https://www.drupal.org/node/2015297
barraponto,,https://www.drupal.org/files/1388496-field-template-always-prints-clearfix-class_d7_1.patch,/project/drupal,patch,2012-03-07 01:17:00+00:00,,https://www.drupal.org/node/1388496
barraponto,Apply vertical-align to icons,,/project/activitystream,issue,2010-06-21 00:47:00+00:00,,https://www.drupal.org/node/833142
barraponto,,https://www.drupal.org/files/issues/clientside_validation-support_field_validation_unique_values-1494974-9.patch,/project/clientside_validation,patch,2014-01-07 20:36:00+00:00,,https://www.drupal.org/node/1494974
barraponto,Update Radix Theme,,/project/radix_core,issue,2013-12-05 22:58:00+00:00,,https://www.drupal.org/node/2150937
barraponto,,https://www.drupal.org/files/issues/radix_core-update_radix_theme-2.patch,/project/radix_core,patch,2014-02-04 03:50:00+00:00,,https://www.drupal.org/node/2150937
barraponto,,https://www.drupal.org/files/issues/activitystream-833142.patch,/project/activitystream,patch,2010-06-21 00:48:00+00:00,,https://www.drupal.org/node/833142
barraponto,,https://www.drupal.org/files/issues/clientside_validation-support_field_validation_unique_values-1494974-11.patch,/project/clientside_validation,patch,2014-01-07 20:42:00+00:00,,https://www.drupal.org/node/1494974
barraponto,,https://www.drupal.org/files/issues/radix_core-update_radix_theme-3.patch,/project/radix_core,patch,2014-02-04 03:56:00+00:00,,https://www.drupal.org/node/2150937
barraponto,,,/sandbox/barraponto/1140004,commit,2011-12-08 20:54:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/be5751a,/node/4
barraponto,,,/sandbox/barraponto/1140004,commit,2011-12-03 19:39:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/f8edb42,
barraponto,,,/sandbox/barraponto/1140004,commit,2011-12-02 00:35:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/c0f1c23,
